/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_083.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_083.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_083.jpg,0,0,0,19.19617
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_155.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_155.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_155.jpg,0,0,0,19.08022
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_222.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_222.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_222.jpg,0,0,0,18.92676
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_292.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_292.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_292.jpg,0,0,0,18.81287
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_366.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_366.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_366.jpg,0,0,0,18.66191
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_435.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_435.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_435.jpg,0,0,0,18.54778
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_505.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_505.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_505.jpg,0,0,0,18.39682
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_572.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_572.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_572.jpg,0,0,0,18.29576
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_640.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_640.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_640.jpg,0,0,0,18.17891
/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/center_2017_09_02_11_05_57_715.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/left_2017_09_02_11_05_57_715.jpg,/Users/wuhao/AnacondaProjects/CarND-Behavioral-Cloning-P3-master/IMG/right_2017_09_02_11_05_57_715.jpg,0,0,0,17.93876
